COLUMN,DESCRIPTION,TYPE,LENGTH,DECIML,RANGEVAL,UNITS,CODE,NOTES,TBLNAME,CRFNAME
PARIINFR06_BAIPETNMRC_09_12_16,Parietal_Inf_R,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
PRECUNL06_BAIPETNMRC_09_12_16,Precuneus_L,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
PRECUNR06_BAIPETNMRC_09_12_16,Precuneus_R,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
CINGANT06_BAIPETNMRC_09_12_16,Cingulum_Ant,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
CINGMID06_BAIPETNMRC_09_12_16,Cingulum_Mid,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
CINGPST06_BAIPETNMRC_09_12_16,Cingulum_Post,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
OCCMIDL06_BAIPETNMRC_09_12_16,Occipital_Mid_L,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
OCCMIDR06_BAIPETNMRC_09_12_16,Occipital_Mid_R,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
OCCSUPL06_BAIPETNMRC_09_12_16,Occipital_Sup_L,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
OCCSUPR06_BAIPETNMRC_09_12_16,Occipital_Sup_R,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
OCCINFL06_BAIPETNMRC_09_12_16,Occipital_Inf_L,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
OCCINFR06_BAIPETNMRC_09_12_16,Occipital_Inf_R,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
THALAML06_BAIPETNMRC_09_12_16,Thalamus_L,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
THALAMR06_BAIPETNMRC_09_12_16,Thalamus_R,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FRTMEDL06_BAIPETNMRC_09_12_16,Frontal_Medial_Left,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FRTMEDR06_BAIPETNMRC_09_12_16,Frontal_Medial_Right,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
HIPPL06_BAIPETNMRC_09_12_16,Hippocampus_L,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
HIPPR06_BAIPETNMRC_09_12_16,Hippocampus_R,,,,,Normalized Counts,,same as FrtMidL06,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
INDGLBNDX_BAIPETNMRC_09_12_16,Individualized Global Index,,,,,Percentage,,(1). Included 298 baseline FDG-PET scans after excluding scans with QA/acquisioon concerns.  (2) eac,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
INDTEPNDX_BAIPETNMRC_09_12_16,Individualized Temporal index ,,,,,Percentage,,(1). Included 298 baseline FDG-PET scans after excluding scans with QA/acquisioon concerns.  (2) eac,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
PRECUNL07_BAIPETNMRC_09_12_16,Precuneus_L,,,,,Normalized Counts,,(1). Included baseline/12 month FDG-PET scan pairs for AD patients. Within group baseline vs. 12-mon,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
CINGPST07_BAIPETNMRC_09_12_16,Cingulum_Post,,,,,Normalized Counts,,same as PrecunL07,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
PARIINFR07_BAIPETNMRC_09_12_16,Parietal_Inf_R,,,,,Normalized Counts,,same as PrecunL07,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
TMPMIDL07_BAIPETNMRC_09_12_16,Temporal_Mid_L,,,,,Normalized Counts,,same as PrecunL07,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
CUNEUSL08_BAIPETNMRC_09_12_16,Cuneus_L,,,,,Normalized Counts,,"(1). Included baseline/12 month FDG-PET scan pairs, repeated ANOVA? design (factors such as age, gen",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
TMPMIDR08_BAIPETNMRC_09_12_16,Temporal_Mid_R,,,,,Normalized Counts,,same asCuneusL08,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
TMPINFL09_BAIPETNMRC_09_12_16,Temporal_Inf_L,,,,,Normalized Counts,,(1). Included baseline/12 month FDG-PET scan pairs for MCI patients. Within group baseline vs. 12-mo,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
CINGPST09_BAIPETNMRC_09_12_16,Cingulum_Post,,,,,Normalized Counts,,same as TmpInfL09,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
PRECUNL09_BAIPETNMRC_09_12_16,Precuneus_L,,,,,Normalized Counts,,same as TmpInfL09,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
PARIINFR09_BAIPETNMRC_09_12_16,Parietal_Inf_R,,,,,Normalized Counts,,same as TmpInfL09,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
TMPINFL10_BAIPETNMRC_09_12_16,Temporal_Inf_L,,,,,Normalized Counts,,"(1). Included baseline/12 month FDG-PET scan pairs, repeated ANOVA? design (factors such as age, gen",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
PRECUNL10_BAIPETNMRC_09_12_16,Precuneus_L,,,,,Normalized Counts,,same as TmpInfL10,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
TMPINFL11_BAIPETNMRC_09_12_16,Temporal_Inf_L,,,,,Normalized Counts,,(1). Included baseline/18 month FDG-PET scan pairs for MCI patients. Within group baseline vs. 18-mo,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
OCCMIDL11_BAIPETNMRC_09_12_16,Occipital_Mid_L,,,,,Normalized Counts,,same as TmpInfL11,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
CINGPST11_BAIPETNMRC_09_12_16,Cingulum_Post_L,,,,,Normalized Counts,,same as TmpInfL11,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
CINGMID11_BAIPETNMRC_09_12_16,Cingulum_Post_R/Cingulum_Mid_R,,,,,Normalized Counts,,same as TmpInfL11,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
TMPPOSR12_BAIPETNMRC_09_12_16,Temporal_Pole_Sup_R,,,,,Normalized Counts,,(1). Included baseline/12 month FDG-PET scan pairs for AD patients. Within group baseline vs. 12-mon,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
CINGPSTR12_BAIPETNMRC_09_12_16,Cingulum_Post_R/Cingulum_Mid_R,,,,,Normalized Counts,,(1). Included baseline/12 month FDG-PET scan pairs for AD patients. Within group baseline vs. 12-mon,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FROITRN001_BAIPETNMRC_09_12_16,"Training group, all subjects",,,,,Normalized Counts,,"(1). Included baseline and month 12 FDG-PET scans, paired t-test (factors such as age, gender, apoe4",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FROITRN002_BAIPETNMRC_09_12_16,"Training group, exclude HRRT and BioGraph HiRez",,,,,Normalized Counts,,(1). Included baseline and month 12 FDG-PET scans after excluding scans with QA/acquisition concerns,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FROITST001_BAIPETNMRC_09_12_16,"Testing group, all scans",,,,,Normalized Counts,,"(1). Included baseline and month 12 FDG-PET scans, paired t-test (factors such as age, gender, apoe4",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FROITST002_BAIPETNMRC_09_12_16,"Testing group, exclude HRRT and BioGraph HiRez",,,,,Normalized Counts,,(1). Included baseline and month 12 FDG-PET scans after excluding scans with QA/acquisition concerns,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FROIWHL001_BAIPETNMRC_09_12_16,All subjects,,,,,Normalized Counts,,"(1). Included baseline and month 12 FDG-PET scans, paired t-test (factors such as age, gender, apoe4",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FROIWHL002_BAIPETNMRC_09_12_16,Exclude HRRT and BioGraph HiRez,,,,,Normalized Counts,,(1). Included baseline and month 12 FDG-PET scans after excluding scans with QA/acquisition concerns,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FRPMSK001_BAIPETNMRC_09_12_16,Exclude HRRT and BioGraph HiRez,,,,,Normalized Counts,,"(1) Analyses were performed using baseline, month 06 and month 12 FDG-PET scans for subjects identif",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FRPMSK002_BAIPETNMRC_09_12_16,All subjects,,,,,Normalized Counts,,"(1) Analyses were performed using baseline, month 06 and month 12 FDG-PET scans for ALL subjects ide",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FRTMSK003_BAIPETNMRC_09_12_16,Exclude HRRT and BioGraph HiRez,,,,,Normalized Counts,,"(1) Analyses were performed using baseline, month 06 and month 12 FDG-PET scans for subjects identif",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FRTMSK004_BAIPETNMRC_09_12_16,All subjects,,,,,Normalized Counts,,"(1) Analyses were performed using baseline, month 06 and month 12 FDG-PET scans for subjects identif",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FRTMSK005_BAIPETNMRC_09_12_16,All subjects,,,,,Normalized Counts,,(1) Analyses were performed using baseline and month 18 FDG-PET scans for ONLY MCI subjects identifi,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FRTMSK006_BAIPETNMRC_09_12_16,All subjects,,,,,Normalized Counts,,"(1) Analyses were performed using baseline and month 24 FDG-PET scans for AD, MCI and NC subjects id",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FRTMSK007_BAIPETNMRC_09_12_16,All subjects,,,,,Normalized Counts,,"(1) Same as fRtMsk005 but with data from additional subjects, analyses were performed using baseline",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FRTMSK008_BAIPETNMRC_09_12_16,Exclude HRRT and BioGraph HiRez,,,,,Normalized Counts,,"(1) As fRtMsk007 excluding HRRT and HiRez scan data, and  with data from additional subjects, analys",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FRTMSK009_BAIPETNMRC_09_12_16,All subjects,,,,,Normalized Counts,,"(1) Same as fRtMsk006 but with data from additonal subjects, analyses were performed using baseline ",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FRTMSK010_BAIPETNMRC_09_12_16,Exclude HRRT and BioGraph HiRez,,,,,Normalized Counts,,"(1) Same as fRtMsk009 but excluding subjects whose scans were frmo HRRT and hiRez, and also with dat",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FRTMSK011_BAIPETNMRC_09_12_16,All subjects,,,,,Normalized Counts,,(1) Analyses were performed using baseline and month 36 FDG-PET scans for ONLY MCI subjects identifi,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
HCISUB1_BAIPETNMRC_09_12_16,hypometabolic convergence index for 74 AD subjects,,,,,unitless,,(1) Analyses were performed using baseline FDG-PET scans from 74 AD subjects.  (2) In this analysis ,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
HCI99_BAIPETNMRC_09_12_16,"hypometabolic convergence index for normal controls, stable MCI, MCI converter and ADs",,,,,unitless,,(1) Analyses were performed on ALL available ADNI1 and ADNI-GO subjects and ALL available time point,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
HCI_BAIPETNMRC_09_12_16,hypometabolic convergence index for ADNI1/ADNI2/ADNIGO subjects,,,,,unitless,,(1) Analyses were performed on ALL available ADNI subjects and ALL available time points FDG-PET sca,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
NL1HIPP_BAIPETNMRC_09_12_16,difference of globally normalized CMRgl from Baseline to 12 months and 12 months to 24 months from H,,,,,Normalized Counts,,(1) For SPM voxel-wise analysis of  58 AD patients: Hippocampal CMRgl shows no significant decline f,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
NL1PTEMP_BAIPETNMRC_09_12_16,difference of globally normalized CMRgl from Baseline to 12 months and 12 months to 24 months from t,,,,,Normalized Counts,,"(1) Similar as nl1Hipp, but for analysis of 58 AD patient in two other regions: parietotemporal and ",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
NL1PSTCG_BAIPETNMRC_09_12_16,difference of globally normalized CMRgl from Baseline to 12 months and 12 months to 24 months from t,,,,,Normalized Counts,,same as nl1ptemp,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
NL2PSTCG_BAIPETNMRC_09_12_16,difference of globally normalized CMRgl from Baseline to 12 months and 12 months to 24 months from P,,,,,Normalized Counts,,(1) The globally corrected CMRglu difference in the first year and the second year were measured for,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
NL2PARI_BAIPETNMRC_09_12_16,difference of globally normalized CMRgl from 12 months to 24 months from the inferior parietal regio,,,,,Normalized Counts,,(1) The globally corrected CMRglu difference in the second year was measured for the 129 MCI patient,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
NL3FRONT_BAIPETNMRC_09_12_16,difference of globally normalized CMRgl from Baseline to 12 months and 12 months to 24 months from s,,,,,Normalized Counts,,(1) The globally corrected CMRglu difference in the first year and the second year were measured for,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
DECLADFR_BAIPETNMRC_09_12_16,difference of globally normalized CMRgl from Baseline to 12 months from the superior frontal region ,,,,,Normalized Counts,,(1) Analyses were performed using baseline and 12 months FDG-PET scans from 74 AD subjects.? (2) For,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
DECLADTMP_BAIPETNMRC_09_12_16,CMRgl from Baseline from the inferior temporal region of 74 AD patients,,,,,Normalized Counts,,(1) Analyses were performed using baseline FDG-PET scans from 74 AD subjects.? (2) For this analysis,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
LONGHCI_BAIPETNMRC_09_12_16,Extension of HCI to longitudinal data,,,,,unitless,,"Data is derived from brain, both hemispheres, gray and white matter only, from FDG PET scans",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
BSLVBM_BAIPETNMRC_09_12_16,VBManalysis of structural MRI data,,,,,unitless,,"Data is derived from brain, both hemispheres, gray matter volume from T1 MRI.",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
ACI_BAIPETNMRC_09_12_16,amyloid convergence index for AV-45 subjects,,,,,unitless,,(1) Analyses were performed on ALL available AV-45 scans for ADNI-GO subjects. (2) The AD group amyl,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
MCSUVR_BAIPETNMRC_09_12_16,mean cortical standard uptake value ratio,,,,,unitless,,(1) Analyses were performed on ALL available AV-45 scans for ADNI-GO subjects. (2) Mean Cortical SUV,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FNMPREC_BAIPETNMRC_09_12_16,precuneus FDG measure,,,,,unitless,,"With a factorial design in SPM5, we examined the FDG PET differences between Mild Cognitive Impairme",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FNAPREC_BAIPETNMRC_09_12_16,precuneus FDG measure,,,,,unitless,,"With a factorial design in SPM5, we examined the FDG PET differences between Alzheimers Disease (AD)",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FNAPC_BAIPETNMRC_09_12_16,posterior cingulate FDG measure,,,,,unitless,,"With a factorial design in SPM5, we examined the FDG PET differences between Alzheimers Disease (AD)",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FEAPREC_BAIPETNMRC_09_12_16,precuneus FDG measure,,,,,unitless,,"With a factorial design in SPM5, we examined the FDG PET differences between Alzheimers Disease (AD)",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FMAPREC_BAIPETNMRC_09_12_16,precuneus FDG measure,,,,,unitless,,"With a factorial design in SPM5, we examined the FDG PET differences between Alzheimers Disease (AD)",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FMAPC_BAIPETNMRC_09_12_16,posterior cingulate FDG measure,,,,,unitless,,"With a factorial design in SPM5, we examined the FDG PET differences between Alzheimers Disease (AD)",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
AVNEFRONT_BAIPETNMRC_09_12_16,frontal AV-45 measure,,,,,unitless,,"With a factorial design in SPM5, we examined the AV-45 amyloid PET differences between early Mild Co",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
AVNMFRONT_BAIPETNMRC_09_12_16,frontal AV-45 measure,,,,,unitless,,"With a factorial design in SPM5, we examined the AV-45 amyloid PET differences between Mild Cognitiv",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
AVNAFRONT_BAIPETNMRC_09_12_16,frontal AV-45 measure,,,,,unitless,,"With a factorial design in SPM5, we examined the AV-45 amyloid PET differences between Alzheimers Di",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
AVEMTEMP_BAIPETNMRC_09_12_16,temporal AV-45 measure,,,,,unitless,,"With a factorial design in SPM5, we examined the AV-45 amyloid PET differences between early Mild Co",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
AVEATEMP_BAIPETNMRC_09_12_16,temporal AV-45 measure ,,,,,unitless,,"With a factorial design in SPM5, we examined the AV-45 amyloid PET differences between early Mild Co",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
AVMAOCCIP_BAIPETNMRC_09_12_16,occipital AV-45 measure,,,,,unitless,,"With a factorial design in SPM5, we examined the AV-45 amyloid PET differences between Mild Cognitiv",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FEAPC2_BAIPETNMRC_09_12_16,posterior cingulate FDG measure,,,,,unitless,,"With a factorial design in SPM8, we examined the FDG PET differences between early Mild Cognitive Im",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FEMPC2_BAIPETNMRC_09_12_16,posterior cingulate FDG measure,,,,,unitless,,"With a factorial design in SPM8, we examined the FDG PET differences between early Mild Cognitive Im",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FMAPREC2_BAIPETNMRC_09_12_16,precuneus FDG measure,,,,,unitless,,"With a factorial design in SPM8, we examined the FDG PET differences between Mild Cognitive Impairme",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FNAPARI2_BAIPETNMRC_09_12_16,parietal FDG measure,,,,,unitless,,"With a factorial design in SPM8, we examined the FDG PET differences between healthy control (NL) su",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FNEHC2_BAIPETNMRC_09_12_16,hippocampal FDG measure,,,,,unitless,,"With a factorial design in SPM8, we examined the FDG PET differences between early Mild Cognitive Im",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
FNMTEMP2_BAIPETNMRC_09_12_16,temporal FDG measure,,,,,unitless,,"With a factorial design in SPM8, we examined the FDG PET differences between Mild Cognitive Impairme",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
AVEATEMP2_BAIPETNMRC_09_12_16,temporal AV-45 measure,,,,,unitless,,"With a factorial design in SPM8, we examined the AV-45 amyloid PET differences between early Mild Co",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
AVEMTEMP2_BAIPETNMRC_09_12_16,temporal AV-45 measure,,,,,unitless,,"With a factorial design in SPM8, we examined the AV-45 amyloid PET differences between early Mild Co",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
AVMAFRNT2_BAIPETNMRC_09_12_16,frontal AV-45 measure,,,,,unitless,,"With a factorial design in SPM8, we examined the AV-45 amyloid PET differences between Mild Cognitiv",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
AVNATEMP2_BAIPETNMRC_09_12_16,temporal AV-45 measure,,,,,unitless,,"With a factorial design in SPM8, we examined the AV-45 amyloid PET differences between healthy contr",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
AVNEFRNT2_BAIPETNMRC_09_12_16,frontal AV-45 measure,,,,,unitless,,"With a factorial design in SPM8, we examined the AV-45 amyloid PET differences between healthy contr",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
AVNMPREC2_BAIPETNMRC_09_12_16,precuneus AV-45 measure,,,,,unitless,,"With a factorial design in SPM8, we examined the AV-45 amyloid PET differences between healthy contr",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
MMPLS_BAIPETNMRC_09_12_16,AVfdgPLS,,,,,unitless,,"using multi-modal partial least square (MMPLS) technique to anazlye data preprocessed by SPM8, we ex",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
ICA_BAIPETNMRC_09_12_16,AV_ICA,,,,,unitless,,using multivariate technique  Independent Component (ICA) technique to anazlye data preprocessed by ,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
PCA2_BAIPETNMRC_09_12_16,AV_SSM,,,,,unitless,,using multivariate technique  scaled subprofile modeling (SSM) based on principal component analysis,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
PLSFDG01_BAIPETNMRC_09_12_16,PLS for FDG PET,,,,,unitless,,Using informed partial least square (PLS) technique to analyze data preprocessed by SPM8; we examine,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
HCI001_BAIPETNMRC_09_12_16,Hypometabolic Convergence Index,,,,,unitless,,As a global index hypometabolic convergence index (HCI) measures how strongly the pattern of FDG-PET,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
MCSUVRWM_BAIPETNMRC_09_12_16,Mean Cortical SUVR Corpus Callosum and Centrum Semiovale Combined,,,,,unitless,,see note for mcSUVRwm2 below. The procedure is the same but for 332 subjects we uploaded before ,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
MCSUVRWM2_BAIPETNMRC_09_12_16,Mean Cortical SUVR Corpus Callosum and Centrum Semiovale Combined,,,,,unitless,,"(1) Analyses were performed on baseline and followup  florbetapir scans for 593 subjects, primarily ",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
HCI_2014_BAIPETNMRC_09_12_16,Hypometabolic Convergence Index,,,,,unitless,,(1) Analyses were performed on ALL available ADNI subjects and ALL available time points FDG-PET sca,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
SROI_BAIPETNMRC_09_12_16,statistical region of interest (sROI) developed and validated for optimal longitudinal FDG-PET CMRgl,,,,,unitless,,(1) Analyses were performed on ALL available ADNI subjects and ALL available time points FDG-PET sca,BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
MCSUVRWM3_BAIPETNMRC_09_12_16,Mean Cortical SUVR with Corpus Callosum and Centrum Semiovale Combined as reference region,,,,,unitless,,"same as mcSUVRwm2 from BAIPETNMRC_07_08_2015, but with some minor pre-processing differences: scan a",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
MCSUVRCERE_BAIPETNMRC_09_12_16,Mean Cortical SUVR with Cerebellum as reference region,,,,,unitless,,"In addition to the SUVR computation using the cerebral white matter reference region, we also did th",BAIPETNMRC,Banner Alzheimer's Institute PET NMRC Summaries
RID_UCBERKELEYAV45_10_17_16,Participant roster ID,T,10,,,,,The 4 digit roster ID (RID) should be used to merge data,UCBERKELEYAV45,UC Berkeley - AV45 analysis
VISCODE_UCBERKELEYAV45_10_17_16,Visit code,T,3,,,,,,UCBERKELEYAV45,UC Berkeley - AV45 analysis
